,Ticker
1935,I
1936,I
1937,OTC
1938,I
1939,CNBC
1940,ROBBINGHOOD
1941,IS
1942,A
1943,PUMP
1944,AND
1945,DUMP
1946,HOOD
1947,I
1948,HOOD
1949,I
1950,I’m
1951,ATVI
1952,HOOD
1953,I
1954,I
1955,I
1956,I
1957,I
1958,VPCB
1959,$NVCN
1960,$VSCO
1961,I
1962,ETH?
1963,I
1964,I
1965,I
1966,$HOOD
1967,“HOOD”
1968,IPO...
1969,I
1970,luck.I
1971,HOOD
1972,BUY
1973,(WKN:
1974,LDI
1975,:D
1976,I
1977,E*TRADE
1978,$HOOD
1979,I
1980,IPO
1981,IPO
1982,TD
1983,TD
1984,A
1985,(CVX)
1986,A
1987,EA
1988,EA
1989,AMC
1990,GME
1991,MOASS
1992,BEWARE:
1993,TESLA
1994,NIO
1995,LUCID?
1996,$NVCN
1997,NIO
1998,DD
1999,$HOOD
2000,IPO
2001,CRTD
2002,I
2003,I'll
2004,GE
2005,IPO
2006,A
2007,IF
2008,YOU
2009,LOVE
2010,THE
2011,STOCK
2012,HOOD
2013,JOIN
2014,THE
2015,HOOD
2016,HOLDERS
2017,GROUP
2018,ON
2019,FACEBOOK
2020,ACAT
2021,ACAT
2022,I
2023,I
2024,IPO
2025,IPO
2026,$HOOD
2027,GE
2028,DUMP
2029,IPO.
2030,I
2031,I
2032,$HOOD
2033,IPO
2034,I
2035,IPO
2036,GE
2037,IPO
2038,DEADLY
2039,SHOTS!
2040,COVID
2041,"IPO,"
2042,CRIMINALS
2043,$HOOD
2044,IPO
2045,IPO
2046,IPO
2047,EXCLUSIVES
2048,IPO
2049,IPO
2050,I'm
2051,I
2052,GE
2053,I'm
2054,HOOD:
2055,IPO
2056,HOOD:
2057,IPO
2058,GE?
2059,I
2060,I
2061,EA
2062,$NVCN
2063,$NVCN
2064,GE
2065,RH
2066,HEPA
2067,I'm
2068,I
2069,GE
2070,A
2071,I
2072,RH
2073,I
2074,I
2075,I
2076,"ID,"
2077,I
2078,I
2079,I
2080,UK
2081,NO
2082,LIES
2083,TOLD
2084,LIE
2085,RH
2086,RH
2087,BT
2088,I
2089,A
2090,ASMR
2091,I
2092,LETS
2093,GO
2094,TEAM.
2095,SPREAD
2096,THE
2097,WORD
2098,AND
2099,LETS
2100,BURY
2101,THE
2102,NON
2103,BELIEVERS.
2104,TO
2105,THE
2106,FUCKING
2107,MOON
2108,ALL
2109,#TSANFT
2110,ACH
2111,I
2112,DOGE
2113,I’m
2114,DOGE
2115,DOGE
2116,DOGECOINS
2117,DOGE
2118,I
2119,DOGA
2120,COINS
2121,YAH
2122,I
2123,I
2124,I
2125,I
2126,I
2127,I
2128,NFT
2129,RED
2130,I’d
2131,I
2132,I
2133,OCD
2134,CHART
2135,DOGE
2136,WHEN
2137,BUY
2138,OMG!!!!
2139,ACH
2140,DOGE/USD
2141,DOGE
2142,I
2143,DODGE
2144,COIN
2145,I
2146,LMAO
2147,BINANCE
2148,US
2149,I’m
2150,I
2151,I’m
2152,PREPARE
2153,THE
2154,CONVO
2155,BETWEEN
2156,ME
2157,AND
2158,MY
2159,WIFE
2160,AFTER
2161,PAYING
2162,OUR
2163,RENT
2164,AND
2165,BILLS
2166,LIKE
2167,EVERYONE
2168,ELSE
2169,LOL
2170,YOU
2171,ONLY
2172,GET
2173,LEFT
2174,WITH
2175,CERTAIN
2176,AMOUNT
2177,TO
2178,STRETCH
2179,IT
2180,OUT
2181,TILL
2182,NEXT
2183,PAYDAY!🙃🙂
2184,SHES
2185,THE
2186,ONE
2187,WITH
2188,THE
2189,REAL
2190,DIAMOND
2191,HANDS🖐🏼💎💪🏼💎💎👩🏽‍🤝‍👨🏻
2192,DC
2193,D
2194,INFINITY
2195,TEAM
2196,BTC
2197,I’m
2198,BTC
2199,"LTC,"
2200,"XRP,"
2201,XLM!
2202,MUCH
2203,WOW!!
2204,THIS
2205,IS
2206,THE
2207,WAY!!
2208,DOGE’s
2209,DOGE
2210,LOL!
2211,I
2212,WOW
2213,A
2214,LFG!
2215,I
2216,ITS
2217,LEGENDARY
2218,HAVE
2219,I
2220,I
2221,I
2222,BTC
2223,DOGECOIN
2224,BITES
2225,"BACK,"
2226,THE
2227,CANINE
2228,CRYPTO
2229,IS
2230,SURGING
2231,IN
2232,PRICE
2233,AND
2234,VALUE
2235,FORTUNE
2236,NETWORK
2237,coin:BONUS
2238,HODL!!!
2239,YOUR
2240,ETH
2241,DOGE
2242,TO
2243,THE
2244,MOON.
2245,HODL
2246,PB
2247,DOGE's
2248,I
2249,XELA
2250,I’m
2251,USA
2252,CZAR
2253,ET
2254,FORTUNE
2255,NETWORK
2256,coin:BONUS
2257,DOGE?
2258,ACH
2259,M
2260,I’m
2261,GUARANTEED!!!!
2262,DOGE
2263,I’m
2264,DOGE.
2265,DOGE
2266,I
2267,I
2268,I
2269,I'm
2270,RH
2271,I
2272,THIS
2273,IS
2274,THE
2275,WAY🔥
2276,I’m
2277,DOGE
2278,I'll
2279,I’m
2280,I
2281,WOW
2282,ITS
2283,I’ve
2284,I
2285,TALK
2286,TO
2287,THESE
2288,I
2289,I
2290,ACH
2291,DIP?
2292,I
2293,[H]
2294,IGTV
2295,[W]
2296,BTC/
2297,DOGE
2298,IRA
2299,BIG
2300,HODLING
2301,US
2302,I
2303,HODL
2304,DOGE
2305,DOGE
2306,THE
2307,MOON!
2308,A
2309,HODL?
2310,R.H
2311,I
2312,A
2313,ANCHORMAN
2314,TO
2315,THE
2316,MF
2317,"MOON,"
2318,BIG
2319,DOGE!
2320,A
2321,DOGE!
2322,A
2323,BTC
2324,#MUSKYDOGE
2325,I
2326,DOGE.
2327,WOW
2328,Anti-DOGE
2329,DOGE
2330,COMMUNITY&gt;CRYPTO
2331,$AMC
2332,$GME?
2333,I
2334,DOGE
2335,ARMY!
2336,DOGE
2337,I
2338,THANKS
2339,DOGE!
2340,DOGE
2341,ARMY!
2342,DOGE
2343,I
2344,I
2345,I’ve
2346,DOGE
2347,**WARNING
2348,SCAM****
2349,I
2350,REMINDER
2351,I’m
2352,DOGE.
2353,RISE!!
2354,I
2355,I
2356,INSTANT
2357,DELIVERY
2358,ACH
2359,WALLET
2360,YT!
2361,I
2362,L.L.C.
2363,I
2364,DOGE
2365,FREE!!!
2366,I
2367,TO
2368,THE
2369,MOOOON
2370,POS
2371,I'm
2372,MOOOON!!!
2373,I
2374,ATH
2375,RZE
2376,EXCLUSIVE:
2377,CAPITAL.COM
2378,DOGE
2379,BIG
2380,I’m
2381,LFG🚀Doge🚀
2382,DOGETHEREUM
2383,U
2384,U
2385,WOW.....😉🐕🗡
2386,LOVE
2387,FROM
2388,DOGE
2389,I
2390,MUST
2391,WATCH
2392,FTW)
2393,DOGE
2394,DOGE
2395,DOGECOIN
2396,SENT
2397,‘TO
2398,SPACE’
2399,FOR
2400,ELON
2401,MUSK’S
2402,BIRTHDAY
2403,IN
2404,DOGE
2405,COIN!!
2406,I'll
2407,"IDC,"
2408,I
2409,I
2410,I
2411,I
2412,I
2413,I
2414,DOGE!
2415,I
2416,DOGE
2417,WOW!
2418,RARX
2419,I’m
2420,CM
2421,LOBOGO
2422,I
2423,RH
2424,RH
2425,I
2426,OG
2427,I
2428,FORTUNE
2429,NETWORK
2430,coin:BONUS
2431,CEO
2432,I’m
2433,I’m
2434,DOGE
2435,I
2436,I
2437,I
2438,I
2439,U.S
2440,PAMP-
2441,BSC
2442,DOGE
2443,USD
2444,SEP
2445,BONE
2446,LOL
2447,I
2448,I’m
2449,I
2450,I
2451,I
2452,I
2453,I
2454,HODL
2455,HOW
2456,TO
2457,BSW
2458,APY
2459,BSC
2460,I
2461,RIP
2462,I
2463,DOGE
2464,ARMY!
2465,DOGE
2466,I
2467,DOGE
2468,ARMY
2469,RISE
2470,OF
2471,THE
2472,DIAMOND
2473,HANDS.
2474,HODLING
2475,OVER
2476,DOGE
2477,CUZ
2478,I
2479,BOUGHT
2480,DA
2481,DIP!
2482,THANKS
2483,DOGE!
2484,DOGE
2485,ARMY!
2486,I’ll
2487,ACH
2488,I
2489,#MUSKYDOGE
2490,I’m
2491,I
2492,I
2493,DOGE:
2494,THE
2495,NEXT
2496,SPACE
2497,MONA
2498,LISA….
2499,BTC
2500,BTC
2501,I
2502,I
2503,I
2504,RESISTANCE
2505,JUMPERS?
2506,RH
2507,IPO'd.
2508,WE
2509,ARE
2510,HOLDING
2511,DOGE
2512,AT
2513,I
2514,I
2515,DOGE
2516,$DOGE
2517,SHIBA
2518,INU
2519,JD
2520,RH
2521,CB
2522,I’m
2523,"EVERYONE,"
2524,I
2525,ACH
2526,I
2527,I
2528,A
2529,I
2530,A
2531,INTERACT
2532,WITH
2533,THIS
2534,POST
2535,FOR
2536,GOOD
2537,LUCK
2538,HODL
2539,GG
2540,$ACH
2541,LFG
2542,I
2543,I
2544,I
2545,I
2546,I
2547,I
2548,DOGO
2549,I
2550,I
2551,DOGE
2552,I
2553,B
2554,DOGECOIN
2555,TRUTH
2556,A
2557,I
2558,I
2559,I
2560,I’m
2561,CERBY
2562,I
2563,I’m
2564,DOGE
2565,CERBY
2566,F
2567,A
2568,HODL’s
2569,NOWS
2570,OUR
2571,TIME
2572,FOLKS.
2573,LETS
2574,GET
2575,THIS
2576,MOTHER
2577,FUCKER
2578,TO
2579,MARS!!!!!!!!!!!
2580,HOOD!
2581,I
2582,DOGE
2583,ETH
2584,I
2585,I
2586,A
2587,I'm
2588,DM
2589,D
2590,I
2591,CEO
2592,NEWS
2593,FROM
2594,THE
2595,DOGECOIN
2596,TWITTER
2597,HERE!
2598,MORE
2599,SOFT
2600,TOILET
2601,PAPER
2602,FOR
2603,YOUR
2604,SOFT
2605,PAPER
2606,HANDS!
2607,HERE!
2608,MORE
2609,SOFT
2610,TOILET
2611,PAPER
2612,FOR
2613,YOUR
2614,SOFT
2615,PAPER
2616,HANDS!
2617,Y’all
2618,DOGE’s
2619,A
2620,TO
2621,THE
2622,MOOOOOOOON
2623,NFT
2624,I’LL
2625,TAKE
2626,ONE
2627,TESLA…
2628,RIGHT
2629,NOW!
2630,ETH
2631,BTC
2632,I
2633,LIKE
2634,BITCOIN
2635,IG
2636,CEO
2637,DOGECOIN+TSLA=
2638,RH…
2639,TO
2640,THE
2641,MOOOOOOOON!
2642,ITS
2643,SOOOO
2644,GOOOD
2645,MUST
2646,CHECK
2647,OUT
2648,IF
2649,YOU
2650,LIKE
2651,CRYPTO
2652,ЕL0N'S
2653,FL
2654,DOGE
2655,IS
2656,NOW
2657,ON
2658,WWW.GETBUXCRYPTO.COM
2659,FREE
2660,TRADE
2661,WHEN
2662,YOU
2663,HODL
2664,BUX
2665,TOKENS
2666,BTC
2667,ETH
2668,DOGE
2669,$DOGE
2670,I'd
2671,DOGE
2672,$CA
2673,I’ll
2674,I’ll
2675,WTF
2676,I’ll
2677,HODL
2678,DOGE
2679,HODL
2680,I
2681,DOGE
2682,ETH
2683,I
2684,I
2685,DOGE!
2686,I
2687,(SOUND
2688,ON)
2689,CHECKOUT
2690,MY
2691,NEW
2692,"NFT,"
2693,DOGE-WAVE
2694,I
2695,I
2696,"NFT,"
2697,DOGE-WAVE
2698,I
2699,FORTUNE
2700,NETWORK
2701,coin:BONUS
2702,I
2703,DOGECOIN
2704,IS
2705,RALLYING:
2706,RIGHT
2707,NOW
2708,UP
2709,NEVER
2710,WE
2711,KNOW!!!
2712,I
2713,DOGE?
2714,EIP-1559
2715,ETH
2716,I
2717,I’ll
2718,I
2719,I
2720,BTC
2721,DOGECOIN
2722,I’m
2723,I
2724,I’m
2725,DOGE
2726,NEVER
2727,I
2728,I
2729,I’m
2730,ACCEPTS
2731,DOGECOIN
2732,A
2733,I
2734,US?
2735,INFINITY
2736,TEAM
2737,PACK
2738,DE
2739,"TULI,"
2740,MARIA
2741,"BECERRA,"
2742,HERMANA
2743,DE
2744,OKI
2745,Y
2746,SELENAITOR
2747,Y.T.
2748,DOGE-ETH
2749,Y.T.
2750,INFINITY
2751,TEAM
2752,FREE
2753,I'll
2754,NFT
2755,I
2756,I’m
2757,A
2758,I
2759,BI
2760,POLAR
2761,ASF!!!!!
2762,I
2763,I
2764,OBEY
2765,WHERE
2766,IS
2767,EVERYONE?
2768,I
2769,DOGE
2770,B
2771,A
2772,R
2773,F
2774,O
2775,B
2776,E
2777,Y
2778,I
2779,I
